f,type,offset,first_harmonic,last_harmonic,left_width,right_width,comment
1110.900000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1113.800000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1114.300000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1116.700000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1119.600000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1120.100000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1122.000000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1122.500000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1123.000000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1124.900000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1125.400000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1125.900000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1128.300000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1130.700000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1131.200000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1134.100000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1137.000000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1138.900000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1139.400000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1139.900000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1145.200000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1148.100000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1148.600000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1151.000000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1153.400000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1153.900000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1156.800000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1159.700000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1160.200000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1162.100000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1162.600000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1165.000000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1167.900000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1168.400000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1165.500000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1170.800000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1171.300000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1173.700000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1174.200000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1176.600000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1179.500000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1181.900000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1185.300000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1187.700000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1188.200000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1190.600000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1191.100000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1194.000000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1196.400000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1196.900000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1199.300000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1202.200000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1204.100000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1205.100000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1210.900000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1211.400000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1213.300000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1213.800000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1216.200000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1218.100000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1219.600000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1222.000000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1224.900000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1227.300000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1227.800000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1228.300000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1230.200000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1230.700000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1233.600000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1238.400000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1238.900000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1239.400000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1241.800000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1244.700000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1245.200000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1247.100000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1247.600000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1250.500000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1252.900000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1253.400000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1255.800000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1256.300000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1261.600000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1262.100000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1264.500000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1267.400000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1267.900000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1270.300000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1270.800000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1271.300000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1273.200000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1276.100000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1276.600000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1278.000000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1278.500000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1279.000000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1279.500000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1281.400000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1281.900000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1284.300000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1284.800000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1287.700000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1290.600000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1289.600000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1290.100000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1295.400000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1295.900000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1298.800000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1299.300000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1301.200000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1301.700000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1304.600000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1307.000000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1307.500000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1309.900000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1310.400000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1310.900000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1312.800000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1315.700000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1316.200000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1318.100000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1318.600000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1319.100000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1321.500000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1323.400000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1324.400000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1327.300000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1330.200000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1331.200000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1335.500000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1338.400000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1338.900000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1339.400000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1340.800000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1341.300000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1344.200000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1347.100000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1350.000000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1352.900000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1355.800000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1358.200000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1361.100000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1361.600000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1364.000000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1364.500000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1366.900000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1369.800000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1372.700000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1375.600000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1378.000000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1378.500000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1381.400000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1383.800000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1384.300000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1386.200000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1386.700000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1387.200000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1389.600000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1392.000000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1392.500000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1395.400000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1398.300000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1401.200000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1404.100000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1406.500000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1407.000000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1409.400000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1409.900000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1412.300000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1412.800000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1415.200000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1415.700000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1418.100000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1420.500000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1421.000000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1423.900000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1426.300000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1426.800000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1427.300000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1429.200000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1429.700000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1432.100000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1435.000000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1436.000000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1437.900000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1440.800000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1443.700000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1446.600000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1447.100000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1451.900000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1452.400000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1454.300000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1455.300000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1457.700000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1458.200000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1460.100000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1460.600000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1461.100000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1463.500000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1464.000000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1466.400000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1469.300000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1469.800000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1472.200000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1474.600000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1475.100000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1475.600000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1477.500000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1478.000000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1480.400000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1483.300000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1484.300000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1489.100000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1489.600000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1492.000000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1494.900000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1500.700000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1506.500000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1509.400000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1511.800000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1512.300000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1514.700000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1517.600000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1520.500000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1523.400000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1526.300000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1526.800000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1528.700000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1529.200000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1529.700000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1531.600000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1532.100000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1534.500000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1535.000000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1537.400000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1540.300000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1542.700000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1543.200000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1546.100000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1549.000000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1550.900000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1551.900000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1554.300000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1554.800000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1557.700000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1560.100000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1560.600000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1563.000000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1563.500000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1565.900000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1568.300000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1568.800000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1571.200000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1571.700000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1574.600000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1575.100000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1577.500000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1578.000000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1580.400000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1580.90000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1582.800000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1585.700000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1588.600000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1591.000000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1591.500000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1593.900000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1594.400000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1596.300000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1596.800000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1599.700000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1600.200000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1603.100000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1606.000000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1608.400000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1611.300000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1614.200000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1617.100000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1619.000000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1619.500000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1622.400000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1622.900000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1625.300000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1625.800000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1628.200000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1628.700000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1630.600000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1631.100000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1631.600000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1636.900000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1639.800000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1642.700000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1645.100000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1645.600000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1648.500000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1651.400000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1653.800000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1656.700000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1657.200000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1659.600000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1660.100000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1662.500000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1665.400000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1667.800000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1668.300000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1670.200000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1670.700000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1671.200000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1674.100000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1676.500000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1677.000000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1679.900000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1685.200000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1685.700000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1688.100000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1688.600000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1691.000000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1691.500000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1693.400000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1693.900000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1696.300000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1696.800000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1699.700000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1702.100000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1707.900000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1708.400000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1710.800000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1711.300000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1713.700000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1716.600000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1719.500000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1720.000000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1721.900000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1722.400000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1725.800000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1727.700000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1730.600000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1731.100000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1733.500000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1736.400000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1736.900000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1738.800000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1739.300000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1739.800000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1742.200000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1744.600000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1745.100000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1747.500000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1748.000000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1750.400000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1750.900000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1751.400000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1753.300000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1753.800000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1755.700000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1756.200000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1756.700000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1759.100000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1759.600000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1761.000000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1762.000000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1764.400000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1764.900000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1767.800000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1770.200000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1770.700000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1773.600000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1776.000000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1776.500000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1778.400000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1778.900000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1779.400000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1781.800000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1782.300000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1784.700000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1787.600000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1788.100000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1790.500000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1793.400000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1795.800000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1796.300000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1798.700000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1799.200000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1801.100000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1801.600000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1802.600000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1804.500000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1805.000000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1806.900000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
